STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVK,Slovak Republic,ES_STCS,Student skills,L,Value,LW,Low,392,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,ES_STCS,Student skills,L,Value,LW,Low,447,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,ES_STCS,Student skills,L,Value,LW,Low,442,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,ES_STCS,Student skills,L,Value,LW,Low,469,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,ES_STCS,Student skills,L,Value,LW,Low,427,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GBR,United Kingdom,ES_STCS,Student skills,L,Value,LW,Low,461,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,ES_STCS,Student skills,L,Value,LW,Low,449,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,ES_STCS,Student skills,L,Value,LW,Low,365,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,ES_STCS,Student skills,L,Value,LW,Low,390,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,ES_STCS,Student skills,L,Value,LW,Low,503,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,ES_STCS,Student skills,L,Value,LW,Low,415,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,ES_STCS,Student skills,L,Value,LW,Low,436,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,ES_STCS,Student skills,L,Value,LW,Low,454,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,OECD,OECD - Total,ES_STCS,Student skills,L,Value,LW,Low,452,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,ES_STCS,Student skills,L,Value,HGH,High,550,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,4.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,10.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,7.1,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,4.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,10.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,6.8,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,7,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,9,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,3.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,4.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,6.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,HUN,Hungary,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,7.9,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,5.1,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,9,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,JPN,Japan,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,7.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,KOR,Korea,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,10.4,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,6,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,9,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,6.1,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,10.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NOR,Norway,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,8.1,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,10.8,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,6.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVK,Slovak Republic,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,6.6,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,7.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,10.9,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,8.4,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,5.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GBR,United Kingdom,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,11.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,4,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,2,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,3.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,2.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,2.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,10.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,OECD,OECD - Total,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,7.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,10.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,7.1,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,4.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,10.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,6.8,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,7,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,9,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,3.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,4.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,6.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,HUN,Hungary,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,7.9,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,5.1,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,9,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,JPN,Japan,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,7.3,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,KOR,Korea,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,10.4,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,6,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,9,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,6.1,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,10.3,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NOR,Norway,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,8.1,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,10.8,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,6.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVK,Slovak Republic,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,6.6,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,7.3,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,10.9,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,8.4,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,5.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GBR,United Kingdom,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,11.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,8.3,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,4,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,2,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,3.3,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,2.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,2.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,CG_TRASG,Consultation on rule-making,L,Value,MN,Men,10.3,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,10.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,7.1,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,4.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,10.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,6.8,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,7,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,9,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,3.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,6.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,HUN,Hungary,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,7.9,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,5.1,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,9,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,JPN,Japan,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,7.3,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,KOR,Korea,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,10.4,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,6,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,9,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,6.1,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,10.3,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NOR,Norway,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,8.1,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,10.8,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,6.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVK,Slovak Republic,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,6.6,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,7.3,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,10.9,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,8.4,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,5.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GBR,United Kingdom,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,11.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,8.3,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,4,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,2,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,3.3,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,2.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,2.5,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,CG_TRASG,Consultation on rule-making,L,Value,WMN,Women,10.3,,E,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,CG_TRASG,Consultation on rule-making,L,Value,TOT,Total,8.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,SW_LIFS,Life satisfaction,L,Value,TOT,Total,7.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,7.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,SW_LIFS,Life satisfaction,L,Value,TOT,Total,6.9,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,SW_LIFS,Life satisfaction,L,Value,TOT,Total,6.9,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,SW_LIFS,Life satisfaction,L,Value,TOT,Total,7.3,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,SW_LIFS,Life satisfaction,L,Value,TOT,Total,6.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,SW_LIFS,Life satisfaction,L,Value,TOT,Total,7.4,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,SW_LIFS,Life satisfaction,L,Value,TOT,Total,6.5,,A,,AVSCORE,Average score,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,SW_LIFS,Life satisfaction,L,Value,TOT,Total,7,,A,,AVSCORE,Average score,0,Units,,
